Movie Name,Name,Year
RAEES (1948),RAEES,1948
RAEES (1976),RAEES,1976
RAEESZADA (1976),RAEESZADA,1976
RAEESZADA (1991),RAEESZADA,1991
RAFOO CHAKKAR (1975),RAFOO CHAKKAR,1975
RAFTAR (1955),RAFTAR,1955
RAFTAR (1975),RAFTAR,1975
RAGHUVEER (1995),RAGHUVEER,1995
RAGINI (1945),RAGINI,1945
RAHAT (1945),RAHAT,1945
RAHEMDIL JALLAD (1985),RAHEMDIL JALLAD,1985
RAHGEER (1943),RAHGEER,1943
RAHGEER (1969),RAHGEER,1969
RAHNUMA (1948),RAHNUMA,1948
RAHU KETU (1978),RAHU KETU,1978
RAHUL (1964),RAHUL,1964
RAIDERS OF THE RAIL ROAD (1936),RAIDERS OF THE RAIL ROAD,1936
RAIL KA DIBBA (1953),RAIL KA DIBBA,1953
RAILWAY PLATFORM (1955),RAILWAY PLATFORM,1955
RAISAHEB (1942),RAISAHEB,1942
RAJ DARBAR (1955),RAJ DARBAR,1955
RAJ DROHI (1994),RAJ DROHI,1994
RAJ DULARI (1936),RAJ DULARI,1936
RAJ LAXMI (1945),RAJ LAXMI,1945
RAJ MAHAL (1982),RAJ MAHAL,1982
RAJ NANDINI (1962),RAJ NANDINI,1962
RAJ NARTAKI (1941),RAJ NARTAKI,1941
RAJ PRATIGYA (1958),RAJ PRATIGYA,1958
RAJ RAMANI (1936),RAJ RAMANI,1936
RAJ RANI (1950),RAJ RANI,1950
RAJ RATAN (1953),RAJ RATAN,1953
RAJ SINHASAN (1958),RAJ SINHASAN,1958
RAJ TARANG (1935),RAJ TARANG,1935
RAJ TILAK (1958),RAJ TILAK,1958
RAJ TILAK (1984),RAJ TILAK,1984
RAJA (1943),RAJA,1943
RAJA (1963),RAJA,1963
RAJA (1975),RAJA,1975
RAJA (1995),RAJA,1995
RAJA AUR RANA (1984),RAJA AUR RANA,1984
RAJA AUR RANK (1968),RAJA AUR RANK,1968
RAJA BABU (1994),RAJA BABU,1994
RAJA GOPICHAND (1933),RAJA GOPICHAND,1933
RAJA GOPICHAND (1938),RAJA GOPICHAND,1938
RAJA HARISHCHANDRA (1952),RAJA HARISHCHANDRA,1952
RAJA HARISHCHANDRA (1979),RAJA HARISHCHANDRA,1979
RAJA HINDUSTANI (1996),RAJA HINDUSTANI,1996
RAJA JANI (1972),RAJA JANI,1972
RAJA KAKA (1974),RAJA KAKA,1974
RAJA KI AAYEGI BAARAAT (1996),RAJA KI AAYEGI BAARAAT,1996
RAJA KO RANI SE PYAR HO GAYA (2000),RAJA KO RANI SE PYAR HO GAYA,2000
RAJA RANI (1942),RAJA RANI,1942
RAJA RANI (1973),RAJA RANI,1973
RAJA RANI KO CHAHIYE PASINA (1978),RAJA RANI KO CHAHIYE PASINA,1978
RAJA SAAB (1969),RAJA SAAB,1969
RAJA VIKRAM (1957)),RAJA VIKRAM (,957)
RAJDHANI (1956),RAJDHANI,1956
RAJDHANI EXPRESS (1972),RAJDHANI EXPRESS,1972
RAJHATH (1956),RAJHATH,1956
RAJKANYA (1955),RAJKANYA,1955
RAJKUMAR (1964),RAJKUMAR,1964
RAJKUMAR (1996),RAJKUMAR,1996
RAJKUMARI (1938),RAJKUMARI,1938
RAJKUMARI (1955),RAJKUMARI,1955
RAJMAHAL (1953),RAJMAHAL,1953
RAJMUKUT (1935),RAJMUKUT,1935
RAJMUKUT (1950),RAJMUKUT,1950
RAJNATEE (1936),RAJNATEE,1936
RAJNIGANDHA (1974),RAJNIGANDHA,1974
RAJPUT (1951),RAJPUT,1951
RAJPUT (1982),RAJPUT,1982
RAJPUT RAMANI (1936),RAJPUT RAMANI,1936
RAJPUTANI (1946),RAJPUTANI,1946
Rajrani Damyanti (1952),Rajrani Damyanti,1952
RAJRANI MEERA (1933),RAJRANI MEERA,1933
RAJRANI MEERA (1956),RAJRANI MEERA,1956
RAJU (1967),RAJU,1967
RAJU BAN GAYA GENTELMAN (1992),RAJU BAN GAYA GENTELMAN,1992
RAJU DADA (1992),RAJU DADA,1992
RAJYOGI BHARTHARY (1954),RAJYOGI BHARTHARY,1954
RAKH AUR CHINGARI (1982),RAKH AUR CHINGARI,1982
RAKHI (1949),RAKHI,1949
RAKHI (1962),RAKHI,1962
RAKHI AUR HATHKADI (1972),RAKHI AUR HATHKADI,1972
RAKHI AUR RIFLE (1976),RAKHI AUR RIFLE,1976
RAKHI KI SAUGANDH (1979),RAKHI KI SAUGANDH,1979
RAKHI RAKHI (1969),RAKHI RAKHI,1969
RAKHWALA (1989),RAKHWALA,1989
RAKHWALE (1994),RAKHWALE,1994
RAKSHA (1981),RAKSHA,1981
RAKSHA BANDHAN (1976),RAKSHA BANDHAN,1976
RAKSHA BANDHAN (1984),RAKSHA BANDHAN,1984
RAKSHAK (1996),RAKSHAK,1996
RAM AUR SHYAM (1967),RAM AUR SHYAM,1967
RAM AUR SHYAM (1996),RAM AUR SHYAM,1996
RAM AVTAR (1988),RAM AVTAR,1988
RAM BALRAM (1980),RAM BALRAM,1980
RAM BHAKT HANUMAN (1969),RAM BHAKT HANUMAN,1969
RAM BHAKTA VIBHISHAN (1958),RAM BHAKTA VIBHISHAN,1958
RAM BHAROSE (1951),RAM BHAROSE,1951
RAM BHAROSE (1977),RAM BHAROSE,1977
RAM DARSHAN (1950),RAM DARSHAN,1950
RAM GARH KE SHOLAY (1991),RAM GARH KE SHOLAY,1991
RAM HANUMAN YUDHA (1957),RAM HANUMAN YUDHA,1957
RAM JAANE (1995),RAM JAANE,1995
RAM JANMA (1951),RAM JANMA,1951
RAM KASAM (1978),RAM KASAM,1978
RAM KI GANGA (1984),RAM KI GANGA,1984
RAM LAKHAN (1989),RAM LAKHAN,1989
RAM LAXMAN (1957),RAM LAXMAN,1957
RAM LEELA (1961),RAM LEELA,1961
RAM MILAI JODI (1986),RAM MILAI JODI,1986
RAM NAGRI (1982),RAM NAGRI,1982
RAM NAVAMI (1956),RAM NAVAMI,1956
RAM PRATIGYA (1949),RAM PRATIGYA,1949
RAM RAJYA (1943),RAM RAJYA,1943
RAM RAJYA (1967),RAM RAJYA,1967
RAM SHASTRA (1995),RAM SHASTRA,1995
RAM TERA DESH (1986),RAM TERA DESH,1986
RAM TERE KITNE NAAM (1985),RAM TERE KITNE NAAM,1985
RAM TERI GANGA MAILI (l985),RAM TERI GANGA MAILI,l985
RAM VILAS (1932),RAM VILAS,1932
RAM VIVAH (1949),RAM VIVAH,1949
RAMA-O-RAMA (1988),RAMA-O-RAMA,1988
RAMAYAN (1933),RAMAYAN,1933
RAMAYAN (1943),RAMAYAN,1943
RAMAYAN (1954),RAMAYAN,1954
RAMAYAN (1960),RAMAYAN,1960
RAMAYANI (1945),RAMAYANI,1945
RAMBAAN (1948),RAMBAAN,1948
RAMBHA RANI (1933),RAMBHA RANI,1933
RAMI DHOBAN (1953),RAMI DHOBAN,1953
RAMKALI (1985),RAMKALI,1985
RAMMAN (1954),RAMMAN,1954
RAMPUR KA LAXMAN (1972),RAMPUR KA LAXMAN,1972
RAMU DADA (1961),RAMU DADA,1961
RAMU USTAD (1971),RAMU USTAD,1971
RAMWATI (1991),RAMWATI,1991
RAN SANGRAM (1939),RAN SANGRAM,1939
RANBHOOMI (1991),RANBHOOMI,1991
RANCHANDI (1934),RANCHANDI,1934
RANEE (1943),RANEE,1943
RANG (1993),RANG,1993
RANG BIRANGI (1983),RANG BIRANGI,1983
RANG MAHAL (1948),RANG MAHAL,1948
RANGA AUR RAJA (1977),RANGA AUR RAJA,1977
RANGA KHUSH (1975),RANGA KHUSH,1975
RANGBAAZ (1996),RANGBAAZ,1996
RANGEELA (1953),RANGEELA,1953
RANGEELA (1995),RANGEELA,1995
RANGEELA RAJA (1960),RANGEELA RAJA,1960
RANGEELA RAJA (1996),RANGEELA RAJA,1996
RANGEELI (1952),RANGEELI,1952
RANGEEN KAHANI (1947),RANGEEN KAHANI,1947
RANGEEN RAATEN (1956),RANGEEN RAATEN,1956
RANGEEN ZAMANA (1948),RANGEEN ZAMANA,1948
RANGILA JAWAN (1940),RANGILA JAWAN,1940
RANGILA MAZDOOR (1938),RANGILA MAZDOOR,1938
RANGILA MUSAFIR (1950),RANGILA MUSAFIR,1950
RANGILA NAWAB (1935),RANGILA NAWAB,1935
RANGILA RAJASTHAN (1949),RANGILA RAJASTHAN,1949
RANGILA RAJPUT (1933),RANGILA RAJPUT,1933
RANGILA RATAN (1976),RANGILA RATAN,1976
RANGILE DOST (1944),RANGILE DOST,1944
RANGOLI (1962),RANGOLI,1962
RANI (1952),RANI,1952
RANI AUR JANI (1973),RANI AUR JANI,1973
RANI AUR LALPARI (1975),RANI AUR LALPARI,1975
RANI AUR MAHARANI (1993),RANI AUR MAHARANI,1993
RANI MERA NAAM (1972),RANI MERA NAAM,1972
RANI ROOPMATI (1957),RANI ROOPMATI,1957
RANI SAHIBA (1940),RANI SAHIBA,1940
RAO SAHEB (1986),RAO SAHEB,1986
RASHIDA (1935),RASHIDA,1935
RASHK-E-LAILA (1934),RASHK-E-LAILA,1934
RASHTRA VEER SHIVAJI (1962),RASHTRA VEER SHIVAJI,1962
RASILI (1946),RASILI,1946
RASTA (1947),RASTA,1947
RASTE AUR MANZIL (1968),RASTE AUR MANZIL,1968
RASTE AUR RISHTE (1983),RASTE AUR RISHTE,1983
RASTE KA PATTHAR (1972),RASTE KA PATTHAR,1972
RASTE PYAR KE (1982),RASTE PYAR KE,1982
RATAN (1944),RATAN,1944
RATAN DEEP (1952),RATAN DEEP,1952
RATAN DEEP (1979),RATAN DEEP,1979
RATAN MANJARI (1935),RATAN MANJARI,1935
RATNA GHAR (1955),RATNA GHAR,1955
RATNA LUTARI (1939),RATNA LUTARI,1939
RATNA MANJARI (1955),RATNA MANJARI,1955
RATNAVALI (1945),RATNAVALI,1945
RATON KA RAJA (1970),RATON KA RAJA,1970
RAUNAQ (1944),RAUNAQ,1944
RAVAN RAAJ (1995),RAVAN RAAJ,1995
RAZIA SULTANA (1961),RAZIA SULTANA,1961
RAZIA SULTANA (1983),RAZIA SULTANA,1983
RED ROSE (1980),RED ROSE,1980
RED SIGNAL (1941),RED SIGNAL,1941
REFUGEE (1948),REFUGEE,1948
REFUGEE (2000),REFUGEE,2000
REGISTAN KI RANI (1935),REGISTAN KI RANI,1935
REHANA (1946),REHANA,1946
REHGUZAR ( ),REHGUZ,R ( 
REKHA (1943),REKHA,1943
RENUKA (1947),RENUKA,1947
REPORTER (1946),REPORTER,1946
REPORTER RAJU (1962),REPORTER RAJU,1962
RESHAM (1952),RESHAM,1952
RESHAM KI DORI (1974),RESHAM KI DORI,1974
RESHMA (1995),RESHMA,1995
RESHMA AUR SHERA (1971),RESHMA AUR SHERA,1971
RESHMI RUMAL (1961),RESHMI RUMAL,1961
RESHMI SARI (1940),RESHMI SARI,1940
RET MAHAL (1949),RET MAHAL,1949
RETURN OF JEWEL THIEF (1996),RETURN OF JEWEL THIEF,1996
RETURN OF SUPERMAN (1960),RETURN OF SUPERMAN,1960
RETURN OF TOOFAN MAIL (1942),RETURN OF TOOFAN MAIL,1942
RICKY (1986),RICKY,1986
RIDING HERO (1951),RIDING HERO,1951
RIFLE GIRL (1938),RIFLE GIRL,1938
RIFLE GIRL (1958),RIFLE GIRL,1958
RIHAEE (1990),RIHAEE,1990
RIKSHAWALA (1938),RIKSHAWALA,1938
RIKSHAWALA (1960),RIKSHAWALA,1960
RIKSHAWALA (1973),RIKSHAWALA,1973
RIM JHIM (1949),RIM JHIM,1949
RISE (1939),RISE,1939
RISHTA (1954),RISHTA,1954
RISHTA KAGAZ KA (1983),RISHTA KAGAZ KA,1983
RISHTE NAATE (1965),RISHTE NAATE,1965
RIVAAJ (1947),RIVAAJ,1947
RIVAAJ (1977),RIVAAJ,1977
RIYASAT (1953),RIYASAT,1953
ROAD NO. 303 (1963),ROAD NO. 303,1963
ROAD TO SIKKIM (1969),ROAD TO SIKKIM,1969
ROCK DANCER (1995),ROCK DANCER,1995
ROCKET GIRL (1962),ROCKET GIRL,1962
ROCKET TARZAN (1963),ROCKET TARZAN,1963
ROCKY (1981),ROCKY,1981
ROCKY MERA NAAM (1973),ROCKY MERA NAAM,1973
ROMANCE (1983),ROMANCE,1983
ROMANTIC INDIA (1936),ROMANTIC INDIA,1936
ROMANTIC PRINCE (1931),ROMANTIC PRINCE,1931
ROMEO JULIET (1948),ROMEO JULIET,1948
ROOHANI TAAQAT (1991),ROOHANI TAAQAT,1991
ROOHI (1981),ROOHI,1981
ROOM N0. 9 (1946),ROOM N0. 9,1946
ROOM NO. 17 (1961),ROOM NO. 17,1961
ROOMAL (1949),ROOMAL,1949
ROOP BASANT (1933),ROOP BASANT,1933
ROOP BASANT (1949),ROOP BASANT,1949
ROOP BASANT (1955),ROOP BASANT,1955
ROOP KAHANI (1950),ROOP KAHANI,1950
ROOP KI RANI CHORON KA RAJA (1961),ROOP KI RANI CHORON KA RAJA,1961
ROOP KI RANI CHORON KA RAJA (1993),ROOP KI RANI CHORON KA RAJA,1993
ROOP KUMARI (1934),ROOP KUMARI,1934
ROOP KUMARI (1956),ROOP KUMARI,1956
ROOP LEKHA (1934),ROOP LEKHA,1934
ROOP LEKHA (1949),ROOP LEKHA,1949
ROOP LEKHA (1962),ROOP LEKHA,1962
ROOP REKHA (1948),ROOP REKHA,1948
ROOP RUPAIYA (1968),ROOP RUPAIYA,1968
ROOP SUNDARI (1949),ROOP SUNDARI,1949
ROOP SUNDARI (1964),ROOP SUNDARI,1964
ROOP TERA MASTANA (1972),ROOP TERA MASTANA,1972
ROOTHA NA KARO (1970),ROOTHA NA KARO,1970
ROSHAN ARA (1932),ROSHAN ARA,1932
ROSHNI (1949),ROSHNI,1949
ROTI (1942),ROTI,1942
ROTI (1974),ROTI,1974
ROTI KAPADA AUR MAKAN (1974),ROTI KAPADA AUR MAKAN,1974
ROTI KI KEEMAT (1990),ROTI KI KEEMAT,1990
ROYAL COMMANDER (1938),ROYAL COMMANDER,1938
ROYAL MAIL (1946),ROYAL MAIL,1946
ROYAL MAIL (1963),ROYAL MAIL,1963
RUDAALI (1993),RUDAALI,1993
RUKHSANA (1955),RUKHSANA,1955
RUKHSAT (1988),RUKHSAT,1988
RUKMANI HARAN (1934),RUKMANI HARAN,1934
RUKMINI (1939),RUKMINI,1939
RUKMINI SWAYAMWAR (1946),RUKMINI SWAYAMWAR,1946
RUPA (1946),RUPA,1946
RUPAIYA (1950),RUPAIYA,1950
RUPAYE DUS KAROD (1991),RUPAYE DUS KAROD,1991
RUPAYE KI KAHANI (1948),RUPAYE KI KAHANI,1948
RUSTAM (1982),RUSTAM,1982
RUSTOM KAUN (1966),RUSTOM KAUN,1966
RUSTOM-E-BAGHDAD (1963),RUSTOM-E-BAGHDAD,1963
RUSTOM-E-HIND (1965),RUSTOM-E-HIND,1965
RUSTOM-E-ROME (1961),RUSTOM-E-ROME,1961
RUSTOM-SOHRAB (1963),RUSTOM-SOHRAB,1963
RUT RANGEELEE AAYEE (1972),RUT RANGEELEE AAYEE,1972
S. O. S. JASOOS (1969),S. O. S. JASOOS,1969
SA RE GA MA PA (1972),SA RE GA MA PA,1972
SAAGAR (1951),SAAGAR,1951
SAAGAR (1985),SAAGAR,1985
SAAHAS (1981),SAAHAS,1981
SAAJAN (1947),SAAJAN,1947
SAAJAN (1969),SAAJAN,1969
SAAJAN (1991),SAAJAN,1991
SAAJAN BINA SUHAGAN (1978),SAAJAN BINA SUHAGAN,1978
SAAJAN CHALE SASURAL (1996),SAAJAN CHALE SASURAL,1996
SAAJAN KA GHAR (1948),SAAJAN KA GHAR,1948
SAAJAN KA GHAR (1994),SAAJAN KA GHAR,1994
SAAJAN KI BAHON MEIN (1995),SAAJAN KI BAHON MEIN,1995
SAAJAN KI SAHELI (1981),SAAJAN KI SAHELI,1981
SAAJAN MERE MEIN SAAJAN KI (1982),SAAJAN MERE MEIN SAAJAN KI,1982
SAAMRI (1985),SAAMRI,1985
SAANCH KO AANCH NAHIN (1979),SAANCH KO AANCH NAHIN,1979
SAAS BHI KABHI BAHU THI (1970),SAAS BHI KABHI BAHU THI,1970
SAAT BIJLIYAN (1988),SAAT BIJLIYAN,1988
SAAT HINDUSTANI (1969),SAAT HINDUSTANI,1969
SAAT PHERE (1970),SAAT PHERE,1970
SAAT RANG KE SAPNE (1998),SAAT RANG KE SAPNE,1998
SAAT SAAL BAAD (1987),SAAT SAAL BAAD,1987
SAAT SAMUNDER PAAR (1965),SAAT SAMUNDER PAAR,1965
SAAT SAWAL (1971),SAAT SAWAL,1971
SAATH SAATH (1982),SAATH SAATH,1982
SAATHI (1938),SAATHI,1938
SAATHI (1968),SAATHI,1968
SAATHI (1991),SAATHI,1991
SAATWAN AASMAN (1992),SAATWAN AASMAN,1992
SAAWAN KO AANE DO (1979),SAAWAN KO AANE DO,1979
SAAYA (1961),SAAYA,1961
SAAYA (1991),SAAYA,1991
SAAZ (1998),SAAZ,1998
SAAZ AUR AWAAZ (1966),SAAZ AUR AWAAZ,1966
SAAZ AUR SANAM (1971),SAAZ AUR SANAM,1971
SAAZISH (1959),SAAZISH,1959
SAAZISH (1975),SAAZISH,1975
SAAZISH (1988),SAAZISH,1988
SAAZISH (1998),SAAZISH,1998
SAB KA USTAD (1967),SAB KA USTAD,1967
SAB YA SACHI (1948),SAB YA SACHI,1948
SABAK (1950),SABAK,1950
SABAK (1973),SABAK,1973
SABOOT (1980),SABOOT,1980
SABSE BADA KHILADI (1995),SABSE BADA KHILADI,1995
SABSE BADA MAWALI (1996),SABSE BADA MAWALI,1996
SABSE BADA RUPAIYA (1955),SABSE BADA RUPAIYA,1955
SABSE BADA RUPAIYA (1976),SABSE BADA RUPAIYA,1976
SABSE BADA SUKH (1972),SABSE BADA SUKH,1972
SABZ BAAG (1951),SABZ BAAG,1951
SACH (1990),SACH,1990
SACHAAI (1969),SACHAAI,1969
SACHAI KI TAQAT (1989),SACHAI KI TAQAT,1989
SACHCHA JHUTHA (1970),SACHCHA JHUTHA,1970
SACHCHA PYAR (1950),SACHCHA PYAR,1950
SACHCHA SAPNA (1942),SACHCHA SAPNA,1942
SACHCHE KA BOLBALA (1958),SACHCHE KA BOLBALA,1958
SACHCHE KA BOLBALA (1989),SACHCHE KA BOLBALA,1989
SACHCHE MOTI (1962),SACHCHE MOTI,1962
SACHI IBADAT (1987),SACHI IBADAT,1987
SADA SUHAGAN (1986),SADA SUHAGAN,1986
SADAK (1991),SADAK,1991
SADAK CHHAP (1987),SADAK CHHAP,1987
SADGATI (1981),SADGATI,1981
SADHNA (1939),SADHNA,1939
SADHNA (1958),SADHNA,1958
SADHU AUR SHAITAN (1968),SADHU AUR SHAITAN,1968
SADHU YA SHAITAN (1939),SADHU YA SHAITAN,1939
SADMA (1954),SADMA,1954
SADMA (1983),SADMA,1983
SAED-E-HAVAS (1936),SAED-E-HAVAS,1936
SAFAR (1946),SAFAR,1946
SAFAR (1970),SAFAR,1970
SAFARI (1999),SAFARI,1999
SAFED HAATHI (1977),SAFED HAATHI,1977
SAFED JHOOTH (1977),SAFED JHOOTH,1977
SAFED SAWAR (1941),SAFED SAWAR,1941
SAGAAI (1951),SAGAAI,1951
SAGAAI (1966),SAGAAI,1966
SAGAR KA SHER (1937),SAGAR KA SHER,1937
SAGAR KI KANYA (1936),SAGAR KI KANYA,1936
SAGAR SANGAM (1988),SAGAR SANGAM,1988
SAGINA (1974),SAGINA,1974
SAHARA (1943),SAHARA,1943
SAHARA (1958),SAHARA,1958
SAHEB (1985),SAHEB,1985
SAHEB BAHADUR (1977),SAHEB BAHADUR,1977
SAHEB BIWI AUR GULAM (1962),SAHEB BIWI AUR GULAM,1962
SAHEBZAADE (1992),SAHEBZAADE,1992
SAHEBZADE (1989),SAHEBZADE,1989
SAHELI (1942),SAHELI,1942
SAHELI (1965),SAHELI,1965
SAHIB (1985),SAHIB,1985
SAHIB BAHADUR (1977),SAHIB BAHADUR,1977
SAHIB BIWI AUR GULAM (1962),SAHIB BIWI AUR GULAM,1962
SAHIBAAN (1993),SAHIBAAN,1993
SAHIL (1959),SAHIL,1959
SAILAB (1956),SAILAB,1956
SAILAB (1990),SAILAB,1990
SAINIK (1993),SAINIK,1993
SAIRANDHRI (1933),SAIRANDHRI,1933
SAIR-E-PARISTAN (1934),SAIR-E-PARISTAN,1934
SAIR-E-PARISTAN (1958),SAIR-E-PARISTAN,1958
SAIYAN (1951),SAIYAN,1951
SAJIV MURTI (1935),SAJIV MURTI,1935
SAJJAN (1941),SAJJAN,1941
SAJJO RANI (1976),SAJJO RANI,1976
SAJNI (1940),SAJNI,1940
SAJNI (1956),SAJNI,1956
SAKHI HATIM (1955),SAKHI HATIM,1955
SAKHI LUTERA (1934),SAKHI LUTERA,1934
SAKHI LUTERA (1955),SAKHI LUTERA,1955
SAKHI LUTERA (1969),SAKHI LUTERA,1969
SAKSHI GOPAL (1957),SAKSHI GOPAL,1957
SALAAM (1994),SALAAM,1994
SALAAM MEMSAAB (1979),SALAAM MEMSAAB,1979
SALAAM MEMSAHEB (1961),SALAAM MEMSAHEB,1961
SALAKHEN (1975),SALAKHEN,1975
SALAKHEN (1998),SALAKHEN,1998
SALAM BOMBAY (1989),SALAM BOMBAY,1989
SALGIRAH (1946),SALGIRAH,1946
SALIM LANGDE PE MAT RO (1990),SALIM LANGDE PE MAT RO,1990
SALMA (1943),SALMA,1943
SALMA (1985),SALMA,1985
SALMA PE DIL AA GAYA (1997),SALMA PE DIL AA GAYA,1997
SALONI (1952),SALONI,1952
SALTANAT (1954),SALTANAT,1954
SAMAANTA (1975),SAMAANTA,1975
SAMADHI (1950),SAMADHI,1950
SAMADHI (1972),SAMADHI,1972
SAMAJ (1954),SAMAJ,1954
SAMAJ KA SHIKAR (1931),SAMAJ KA SHIKAR,1931
SAMAJ KI BHOOL (1934),SAMAJ KI BHOOL,1934
SAMAJ KO BADAL DALO (1947),SAMAJ KO BADAL DALO,1947
SAMAJ KO BADAL DALO (1970),SAMAJ KO BADAL DALO,1970
SAMAJ PATAN (1937),SAMAJ PATAN,1937
SAMANDARON KI MALIKA (1947),SAMANDARON KI MALIKA,1947
SAMAY BADA BALWAN (1969),SAMAY BADA BALWAN,1969
SAMAY KI DHARA (1986),SAMAY KI DHARA,1986
SAMBANDH (1969),SAMBANDH,1969
SAMBANDH (1982),SAMBANDH,1982
SAMEERA (1981),SAMEERA,1981
SAMJHAUTA (1973),SAMJHAUTA,1973
SAMPATI (1949),SAMPATI,1949
SAMPOORNA DEVI DARSHAN (1971),SAMPOORNA DEVI DARSHAN,1971
SAMPOORNA RAMAYANA (1961),SAMPOORNA RAMAYANA,1961
SAMPOORNA SANTOSHI MAA KI MAHIMA (1981),SAMPOORNA SANTOSHI MAA KI MAHIMA,1981
SAMRAT (1953),SAMRAT,1953
SAMRAT (1982),SAMRAT,1982
SAMRAT ASHOK (1947),SAMRAT ASHOK,1947
SAMRAT CHANDRAGUPT (1958),SAMRAT CHANDRAGUPT,1958
SAMRAT CHANDRAGUPTA (1945),SAMRAT CHANDRAGUPTA,1945
SAMSON (1964),SAMSON,1964
SAMUNDAR (1957),SAMUNDAR,1957
SAMUNDAR (1986),SAMUNDAR,1986
SAMUNDARI DAKU (1956),SAMUNDARI DAKU,1956
SANAM (1997),SANAM,1997
SANAM AAP KI KHATIR (1992),SANAM AAP KI KHATIR,1992
SANAM BEWAFA (1991),SANAM BEWAFA,1991
SANAM HARJAI (1995),SANAM HARJAI,1995
SANAM TEREHAIN HUM (1992),SANAM TEREHAIN HUM,1992
SANAM TERI KASAM (1982),SANAM TERI KASAM,1982
SANAM(1951),SANAM,1951
SANDESH (1952),SANDESH,1952
SANDHI (1944),SANDHI,1944
SANDHYA CHHAYA (),SANDHYA CHH,YA (
SANDYA CHHAYA (1975),SANDYA CHHAYA,1975
SANGAM (1954),SANGAM,1954
SANGAM (1964),SANGAM,1964
SANGAT (1975),SANGAT,1975
SANGDIL (1952),SANGDIL,1952
SANGDIL SAMAJ (1936),SANGDIL SAMAJ,1936
SANGDIL SANAM (1994),SANGDIL SANAM,1994
SANGEET (1992),SANGEET,1992
SANGEET SAMRAT TANSEN (1962),SANGEET SAMRAT TANSEN,1962
SANGEETA (1950),SANGEETA,1950
Sangharsh (1999),Sangharsh,1999
SANGRAM (1950),SANGRAM,1950
SANGRAM (1965),SANGRAM,1965
SANGRAM (1976),SANGRAM,1976
SANGRAM (1993),SANGRAM,1993
SANJAY (1995),SANJAY,1995
SANJH AUR SAVERA (1964),SANJH AUR SAVERA,1964
SANJH KI BELA (1981),SANJH KI BELA,1981
SANJHI (1985),SANJHI,1985
SANJOG (1943),SANJOG,1943
SANJOG (1961),SANJOG,1961
SANJOG (1971),SANJOG,1971
SANJOG (1985),SANJOG,1985
SANKALP (1974),SANKALP,1974
SANKOCH (1976),SANKOCH,1976
SANNATA (1966),SANNATA,1966
SANNATA (1981),SANNATA,1981
SANSAR (1951),SANSAR,1951
SANSAR (1971),SANSAR,1971
SANSAR NAIYA (1939),SANSAR NAIYA,1939
SANSAR SAGAR (1939),SANSAR SAGAR,1939
SANSAR(1987),SANSAR,1987
SANSKAR (1940),SANSKAR,1940
SANSKAR (1952),SANSKAR,1952
SANSKAR (1958),SANSKAR,1958
SANT GYANESHWAR (1964),SANT GYANESHWAR,1964
SANT GYANESHWAR (1982),SANT GYANESHWAR,1982
SANT JANABAI (1949),SANT JANABAI,1949
SANT RAGHU (1957),SANT RAGHU,1957
SANT SAKHU (1941),SANT SAKHU,1941
SANT TUKARAM (1948),SANT TUKARAM,1948
SANT TUKARAM (1965),SANT TUKARAM,1965
SANT TULSIDAS (1934),SANT TULSIDAS,1934
SANT TULSIDAS (1939),SANT TULSIDAS,1939
SANT TULSIDAS (1972),SANT TULSIDAS,1972
SANTAN (1946),SANTAN,1946
SANTAN (1959),SANTAN,1959
SANTAN (1976),SANTAN,1976
SANTAN (1993),SANTAN,1993
SANTOSH (1989),SANTOSH,1989
SANWARIA (1949),SANWARIA,1949
SANYASI (1945),SANYASI,1945
SANYASI (1975),SANYASI,1975
SANYASI MERA NAAM (1999),SANYASI MERA NAAM,1999
SAPERA (1939),SAPERA,1939
SAPERA (1961),SAPERA,1961
SAPNA (1952),SAPNA,1952
SAPNA (1969),SAPNA,1969
SAPNE SAJAN KE (1992),SAPNE SAJAN KE,1992
SAPNE SUHANE (1961),SAPNE SUHANE,1961
SAPNEY (1997),SAPNEY,1997
SAPNON KA SAUDAGAR (1968),SAPNON KA SAUDAGAR,1968
SAPOOT (1996),SAPOOT,1996
SAQI (1937),SAQI,1937
SAQI (1952),SAQI,1952
SAR AANKHON PAR (1999),SAR AANKHON PAR,1999
Sar Ankhon Par (1999),Sar Ankhon Par,1999
SAR UTHA KE JIYO (1998),SAR UTHA KE JIYO,1998
SARA AKASH (1969),SARA AKASH,1969
SARA JAHAN HAMARA (1961),SARA JAHAN HAMARA,1961
SARAI KE BAHAR (1947),SARAI KE BAHAR,1947
SARANGA (1960),SARANGA,1960
SARANSH (1984),SARANSH,1984
SARASWATI CHANDRA (1968),SARASWATI CHANDRA,1968
SARDAR (1940),SARDAR,1940
SARDAR (1955),SARDAR,1955
SARDAR (1984),SARDAR,1984
SARDAR (1994),SARDAR,1994
SARDARI BEGUM (1997),SARDARI BEGUM,1997
SARE BAZAR (1997),SARE BAZAR,1997
SARFAROSH (1964),SARFAROSH,1964
SARFAROSH (1985),SARFAROSH,1985
SARFAROSH (1999),SARFAROSH,1999
SARGAM (1950),SARGAM,1950
SARGAM (1979),SARGAM,1979
SARHAD (1960),SARHAD,1960
SARHAD (1995),SARHAD,1995
SARHADI LUTERA (1966),SARHADI LUTERA,1966
SARKAR (1951),SARKAR,1951
